userId,testValues
3133, 9.872926e-01 9.872926e-01 7.179487e-01 6.760579e-01 0
3137, 8.235294e-01 8.235294e-01 0 0 0
3157, 1.166667e+00 1.166667e+00 1.166667e+00 1.166667e+00 1.166667e+00
3163, 1.000000e+00 0 0 0 0
3165, 1.098789e+00 1.025641e+00 1.025641e+00 1.025641e+00 1.025641e+00
3166, 1.000000e+00 8.235294e-01 8.205128e-01 8.205128e-01 7.726375e-01
3167, 2.261247e+00 2.074775e+00 1.403760e+00 1.403760e+00 1.403760e+00
3168, 1.782609e+00 1.782609e+00 1.782609e+00 1.782609e+00 1.782609e+00
3173, 7.179487e-01 7.179487e-01 0 0 0
3180, 0 0 0 0 0
3188, 1.071429e+00 1.058824e+00 9.889104e-01 7.179487e-01 5.493947e-01
3189, 1.207248e+00 1.125000e+00 1.064640e+00 9.230769e-01 9.230769e-01
3190, 9.230769e-01 9.230769e-01 0 0 0
3191, 1.122877e+00 1.122877e+00 1.035169e+00 1.035169e+00 0
3192, 0 0 0 0 0
3195, 3.076923e-01 3.076923e-01 0 0 0
3198, 1.191171e+00 1.098789e+00 1.098789e+00 1.091112e+00 1.035169e+00
3201, 9.889104e-01 0 0 0 0
3202, 8.790314e-01 6.911048e-01 0 0 0
3203, 1.018416e+00 2.952682e-01 2.952682e-01 2.608696e-01 2.608696e-01
3206, 1.176471e+00 1.176471e+00 1.176471e+00 1.176471e+00 1.176471e+00
3212, 2.051282e-01 1.191171e-01 0 0 0
3214, 1.517412e+00 1.191171e+00 1.191171e+00 1.071429e+00 9.872926e-01
3216, 7.097602e-01 0 0 0 0
3218, 2.459903e+00 2.222732e+00 2.222732e+00 2.115944e+00 1.991599e+00
3221, 8.205128e-01 6.760579e-01 0 0 0
3227, 1.170732e+00 1.000000e+00 1.000000e+00 9.411765e-01 8.790314e-01
3229, 7.058824e-01 0 0 0 0
3240, 8.858046e-01 8.858046e-01 8.422561e-01 8.422561e-01 8.422561e-01
3243, 5.128205e-01 0 0 0 0
3244, 5.664988e-01 5.527843e-01 5.527843e-01 3.214286e-01 0
3248, 1.142857e+00 1.142857e+00 9.411765e-01 9.411765e-01 4.395157e-01
3249, 1.263384e+00 1.176471e+00 1.176471e+00 1.176471e+00 1.176471e+00
3250, 7.179487e-01 0 0 0 0
3253, 0 0 0 0 0
3256, 0 0 0 0 0
3260, 7.179487e-01 0 0 0 0
3265, 7.147026e-01 0 0 0 0
3273, 6.546669e-01 0 0 0 0
3279, 1.103448e+00 1.019559e+00 0 0 0
3281, 1.790893e+00 1.689322e+00 1.302326e+00 1.191171e+00 1.170732e+00
3287, 2.437500e+00 2.400000e+00 2.230769e+00 2.117647e+00 2.060606e+00
3294, 8.728892e-01 8.728892e-01 8.147327e-01 6.683830e-01 6.250000e-01
3296, 8.672954e-01 6.911048e-01 5.714286e-01 0 0
3298, 0 0 0 0 0
3302, 6.592736e-01 6.592736e-01 6.592736e-01 6.153846e-01 0
3304, 1.176471e+00 1.098789e+00 1.025641e+00 0 0
3309, 9.230769e-01 9.230769e-01 0 0 0
3319, 0 0 0 0 0
3320, 5.128205e-01 0 0 0 0
3324, 2.051282e-01 0 0 0 0
3325, 0 0 0 0 0
3326, 1.176471e+00 1.176471e+00 9.872926e-01 0 0
3328, 1.025641e+00 1.025641e+00 1.025641e+00 0 0
3330, 1.750000e+00 1.750000e+00 1.543478e+00 1.543478e+00 1.543478e+00
3332, 0 0 0 0 0
3336, 1.250000e+00 1.098789e+00 1.098789e+00 1.025641e+00 1.025641e+00
3350, 2.291667e+00 2.291667e+00 2.252064e+00 2.127660e+00 2.127660e+00
3351, 1.241379e+00 1.241379e+00 1.241379e+00 1.241379e+00 1.182934e+00
3354, 1.428571e+00 1.250000e+00 1.182934e+00 1.176471e+00 1.071429e+00
3358, 1.098789e+00 9.872926e-01 9.872926e-01 5.914668e-01 3.296368e-01
3360, 1.072054e+00 1.025641e+00 1.025641e+00 1.000000e+00 9.889104e-01
3361, 8.885634e-01 7.691525e-01 7.179487e-01 7.179487e-01 6.153846e-01
3364, 1.777778e+00 1.636364e+00 1.500000e+00 1.488372e+00 1.488372e+00
3374, 8.020596e-01 7.058824e-01 6.592736e-01 0 0
3376, 5.615040e-01 5.615040e-01 4.705882e-01 4.705882e-01 4.705882e-01
3378, 9.872926e-01 9.872926e-01 6.153846e-01 6.153846e-01 0
3379, 1.317073e+00 1.125000e+00 9.230769e-01 2.197579e-01 2.051282e-01
3387, 7.691525e-01 6.911048e-01 0 0 0
3392, 0 0 0 0 0
3396, 1.025641e+00 1.025641e+00 1.025641e+00 1.025641e+00 0
3402, 0 0 0 0 0
3407, 1.317073e+00 1.317073e+00 9.463469e-01 9.230769e-01 9.230769e-01
3411, 7.072707e-01 7.072707e-01 6.592736e-01 6.153846e-01 6.153846e-01
3413, 1.000000e+00 7.500000e-01 7.500000e-01 6.153846e-01 5.955855e-01
3418, 1.571429e+00 1.571429e+00 1.571429e+00 1.571429e+00 1.571429e+00
3421, 8.885634e-01 8.205128e-01 4.102564e-01 4.102564e-01 4.102564e-01
3422, 1.260655e+00 1.233030e+00 1.170732e+00 1.142857e+00 1.103448e+00
3424, 1.974585e-01 0 0 0 0
3434, 1.025641e+00 1.025641e+00 9.529369e-01 8.885634e-01 8.235294e-01
3435, 1.058824e+00 8.235294e-01 6.372242e-01 0 0
3438, 1.666667e+00 1.428571e+00 1.428571e+00 1.336766e+00 9.872926e-01
3439, 5.128205e-01 5.092080e-01 0 0 0
3452, 1.135188e+00 1.072054e+00 1.072054e+00 1.072054e+00 1.072054e+00
3455, 1.333333e+00 1.170732e+00 1.166667e+00 1.122877e+00 1.069413e+00
3459, 1.025641e+00 1.025641e+00 1.025641e+00 1.025641e+00 1.025641e+00
3461, 1.250000e+00 1.098789e+00 0 0 0
3464, 0 0 0 0 0
3468, 1.176471e+00 1.098789e+00 2.142857e-01 2.142857e-01 0
3469, 3.076923e-01 0 0 0 0
3474, 1.666667e+00 1.176471e+00 1.176471e+00 1.176471e+00 9.411765e-01
3475, 0 0 0 0 0
3482, 1.250000e-01 1.098789e-01 1.025641e-01 1.025641e-01 0
3487, 0 0 0 0 0
3488, 1.250000e+00 1.191171e+00 1.098789e+00 1.025641e+00 9.657969e-01
3492, 9.230769e-01 7.179487e-01 7.097602e-01 6.546669e-01 6.546669e-01
3496, 1.098789e+00 1.091112e+00 1.025641e+00 1.025641e+00 1.025641e+00
3505, 7.147026e-01 5.955855e-01 0 0 0
3511, 1.261320e+00 1.098789e+00 1.098789e+00 1.035169e+00 1.035169e+00
3513, 1.098789e+00 5.175847e-01 0 0 0
3518, 1.463415e+00 1.250000e+00 1.250000e+00 1.098789e+00 1.098789e+00
3523, 7.637781e-01 0 0 0 0
3525, 3.296368e-01 3.076923e-01 2.897391e-01 1.182934e-01 0
3528, 1.250000e+00 1.250000e+00 1.147004e+00 1.064640e+00 1.064640e+00
3532, 1.000000e+00 9.657969e-01 8.790314e-01 8.205128e-01 0
3540, 1.098789e+00 0 0 0 0
3543, 1.463415e+00 1.379310e+00 1.317073e+00 1.317073e+00 1.250000e+00
3548, 4.137931e-01 0 0 0 0
3550, 5.128205e-01 5.128205e-01 0 0 0
3552, 0 0 0 0 0
3558, 2.060606e+00 2.060606e+00 2.060606e+00 1.939394e+00 1.921657e+00
3560, 1.274448e+00 1.098789e+00 0 0 0
3561, 1.500000e+00 1.317073e+00 1.285714e+00 1.170732e+00 1.125000e+00
3563, 1.181073e+00 1.181073e+00 1.043478e+00 1.043478e+00 1.043478e+00
3564, 1.604816e+00 1.570012e+00 1.543871e+00 1.500000e+00 1.464994e+00
3565, 1.019559e+00 8.571429e-01 7.898341e-01 7.058824e-01 4.955974e-01
3572, 3.949171e-01 0 0 0 0
3581, 0 0 0 0 0
3582, 0 0 0 0 0
3583, 1.019559e+00 7.898341e-01 7.691525e-01 7.179487e-01 7.179487e-01
3587, 9.230769e-01 0 0 0 0
3591, 9.411765e-01 7.147026e-01 6.153846e-01 6.153846e-01 5.853659e-01
3592, 5.882353e-01 4.936463e-01 0 0 0
3596, 1.000000e+00 8.338198e-01 7.646690e-01 7.058824e-01 7.058824e-01
3602, 1.181073e+00 1.142857e+00 1.103448e+00 1.073109e+00 1.043478e+00
3604, 2.051282e-01 2.051282e-01 2.051282e-01 2.051282e-01 2.051282e-01
3611, 0 0 0 0 0
3616, 1.098789e+00 0 0 0 0
3624, 9.872926e-01 0 0 0 0
3626, 7.317073e-01 6.683830e-01 6.683830e-01 5.128205e-01 5.128205e-01
3627, 0 0 0 0 0
3628, 0 0 0 0 0
3634, 8.672954e-01 7.691525e-01 7.637781e-01 7.637781e-01 7.637781e-01
3637, 1.069413e+00 9.889104e-01 9.411765e-01 9.411765e-01 9.230769e-01
3644, 1.098789e+00 1.098789e+00 1.035169e+00 5.000000e-01 4.102564e-01
3645, 1.285714e+00 1.285714e+00 1.058824e+00 1.058824e+00 1.025641e+00
3656, 3.536354e-01 3.296368e-01 3.076923e-01 3.076923e-01 3.076923e-01
3662, 1.125000e+00 1.072054e+00 9.889104e-01 9.889104e-01 9.889104e-01
3664, 1.024390e+00 8.338198e-01 7.691525e-01 7.128911e-01 0
3670, 1.304348e+00 1.182934e+00 1.182934e+00 1.182934e+00 1.182934e+00
3673, 0 0 0 0 0
3674, 1.166667e+00 1.024390e+00 1.019559e+00 9.889104e-01 9.529369e-01
3675, 7.072707e-01 7.072707e-01 6.911048e-01 6.666667e-01 6.666667e-01
3676, 9.872926e-01 0 0 0 0
3677, 5.493947e-01 0 0 0 0
3678, 1.000000e+00 8.205128e-01 8.205128e-01 8.205128e-01 8.205128e-01
3679, 2.042553e+00 2.042553e+00 2.020408e+00 1.916667e+00 1.785127e+00
3691, 9.889104e-01 8.885634e-01 8.885634e-01 7.637781e-01 6.592736e-01
3692, 2.127660e+00 2.127660e+00 2.127660e+00 1.674419e+00 1.666667e+00
3693, 1.072054e+00 9.889104e-01 9.230769e-01 9.230769e-01 9.230769e-01
3695, 6.911048e-01 6.153846e-01 6.153846e-01 5.493947e-01 3.529412e-01
3696, 8.571429e-01 8.571429e-01 4.102564e-01 2.978723e-01 2.961878e-01
3697, 0 0 0 0 0
3698, 4.395157e-01 4.102564e-01 4.102564e-01 4.010298e-01 3.949171e-01
3699, 1.263384e+00 1.263384e+00 1.263384e+00 1.115094e+00 1.115094e+00
3707, 3.296368e-01 3.076923e-01 3.076923e-01 3.076923e-01 3.076923e-01
3708, 1.336766e+00 1.336766e+00 1.336766e+00 1.336766e+00 1.333333e+00
3712, 1.666667e-01 1.035169e-01 0 0 0
3715, 8.790314e-01 5.614385e-01 5.175847e-01 4.828985e-01 4.828985e-01
3717, 1.500000e+00 1.285714e+00 1.058824e+00 1.058824e+00 0
3721, 7.179487e-01 7.179487e-01 7.179487e-01 7.179487e-01 0
3730, 1.025641e+00 9.820004e-01 8.885634e-01 8.571429e-01 8.281356e-01
3749, 8.790314e-01 8.205128e-01 0 0 0
3753, 0 0 0 0 0
3754, 2.173098e+00 1.875000e+00 1.813878e+00 1.813878e+00 1.813878e+00
3758, 8.205128e-01 0 0 0 0
3767, 1.069413e+00 1.069413e+00 1.025641e+00 1.024390e+00 1.000000e+00
3771, 1.317073e+00 1.203089e+00 1.125000e+00 1.125000e+00 1.025641e+00
3774, 1.176471e+00 1.176471e+00 1.072054e+00 1.069413e+00 1.058824e+00
3775, 1.025641e-01 1.025641e-01 0 0 0
3776, 1.000000e+00 9.889104e-01 9.230769e-01 9.230769e-01 9.230769e-01
3781, 1.333333e+00 1.170732e+00 1.166667e+00 1.166667e+00 1.166667e+00
3784, 1.333333e+00 1.123008e+00 1.123008e+00 1.123008e+00 1.123008e+00
3790, 8.422561e-01 7.777778e-01 7.777778e-01 6.760579e-01 6.760579e-01
3798, 6.153846e-01 6.153846e-01 5.882353e-01 4.936463e-01 3.949171e-01
3800, 1.115094e+00 8.885634e-01 8.780488e-01 8.338198e-01 8.205128e-01
3801, 8.885634e-01 8.885634e-01 0 0 0
3807, 0 0 0 0 0
3812, 2.182223e-01 1.974585e-01 1.182934e-01 0 0
3819, 1.250000e+00 1.098789e+00 1.058824e+00 1.058824e+00 1.058824e+00
3820, 0 0 0 0 0
3828, 1.071429e+00 0 0 0 0
3830, 1.499370e+00 1.250000e+00 1.098789e+00 1.025641e+00 1.025641e+00
3832, 9.872926e-01 9.230769e-01 9.230769e-01 9.230769e-01 0
3837, 1.091112e+00 0 0 0 0
3840, 1.098789e+00 1.098789e+00 0 0 0
3841, 0 0 0 0 0
3844, 0 0 0 0 0
3846, 1.379310e+00 1.341387e+00 1.261320e+00 1.182934e+00 1.182934e+00
3848, 0 0 0 0 0
3861, 5.455558e-01 5.092080e-01 0 0 0
3864, 1.170732e+00 1.170732e+00 1.170732e+00 1.170732e+00 1.170732e+00
3866, 4.395157e-01 4.395157e-01 4.395157e-01 0 0
3868, 1.274448e+00 1.098789e+00 8.885634e-01 8.885634e-01 8.885634e-01
3869, 3.214286e-01 0 0 0 0
3871, 9.889104e-01 9.230769e-01 9.230769e-01 8.692172e-01 7.860140e-01
3873, 9.463469e-01 9.463469e-01 8.983017e-01 8.571429e-01 8.571429e-01
3875, 7.691525e-01 1.666667e-01 1.666667e-01 1.403760e-01 1.403760e-01
3877, 8.780488e-01 8.675435e-01 8.235294e-01 7.879829e-01 7.500000e-01
3878, 1.476341e-01 1.403760e-01 1.176471e-01 1.176471e-01 1.176471e-01
3880, 1.178785e+00 1.025641e+00 1.025641e+00 1.025641e+00 8.790314e-01
3885, 9.529369e-01 7.726375e-01 7.179487e-01 7.147026e-01 6.592736e-01
3886, 1.274622e+00 1.243765e+00 1.243765e+00 1.000000e+00 1.000000e+00
3888, 1.313305e+00 1.170732e+00 1.142857e+00 1.069413e+00 1.069413e+00
3889, 0 0 0 0 0
3892, 1.098789e+00 1.025641e+00 1.025641e+00 1.025641e+00 0
3899, 1.072054e+00 1.035169e+00 9.642857e-01 9.230769e-01 7.898341e-01
3906, 2.748836e+00 2.532237e+00 2.461925e+00 2.232893e+00 2.102075e+00
3910, 1.445906e+00 1.274448e+00 1.142857e+00 1.379310e-01 1.191171e-01
3913, 9.889104e-01 9.230769e-01 9.230769e-01 9.230769e-01 1.562349e-01
3916, 1.025641e+00 7.081235e-01 6.911048e-01 6.909804e-01 6.909804e-01
3917, 1.072054e+00 9.889104e-01 9.230769e-01 9.230769e-01 9.230769e-01
3919, 6.760579e-01 0 0 0 0
3923, 1.666667e+00 1.428571e+00 1.176471e+00 1.176471e+00 9.889104e-01
3929, 2.674789e+00 2.473470e+00 2.045455e+00 1.238993e+00 1.191171e+00
3932, 9.826321e-01 9.826321e-01 9.826321e-01 9.826321e-01 9.826321e-01
3936, 5.923756e-01 5.128205e-01 5.128205e-01 0 0
3943, 7.500000e-01 6.153846e-01 6.153846e-01 6.153846e-01 6.153846e-01
3955, 7.147026e-01 6.592736e-01 6.592736e-01 6.153846e-01 6.153846e-01
3969, 0 0 0 0 0
3971, 8.780488e-01 8.338198e-01 7.691525e-01 7.691525e-01 7.691525e-01
3972, 2.065217e+00 1.463415e+00 1.463415e+00 1.333333e+00 1.025641e+00
3974, 0 0 0 0 0
3977, 1.203089e+00 1.203089e+00 5.000000e-01 4.390244e-01 4.145882e-01
3979, 1.166667e+00 9.357362e-01 7.179487e-01 7.179487e-01 0
3981, 0 0 0 0 0
3983, 1.025641e+00 0 0 0 0
3989, 7.691525e-01 6.911048e-01 0 0 0
3990, 1.060906e+00 9.230769e-01 9.230769e-01 9.230769e-01 9.230769e-01
3992, 9.889104e-01 9.230769e-01 0 0 0
4001, 1.666667e+00 1.666667e+00 1.463415e+00 1.463415e+00 1.463415e+00
4010, 1.285714e+00 1.285714e+00 0 0 0
4015, 0 0 0 0 0
4019, 9.826321e-01 0 0 0 0
4025, 6.946353e-01 0 0 0 0
4028, 1.203089e+00 1.000000e+00 9.889104e-01 8.571429e-01 7.898341e-01
4035, 8.205128e-01 6.592736e-01 6.592736e-01 6.153846e-01 6.153846e-01
4037, 1.069413e+00 8.858046e-01 8.790314e-01 8.338198e-01 8.280535e-01
4041, 6.153846e-01 6.153846e-01 0 0 0
4058, 0 0 0 0 0
4061, 9.820004e-01 9.820004e-01 9.820004e-01 9.820004e-01 9.165743e-01
4066, 1.379310e+00 1.274448e+00 0 0 0
4068, 9.826321e-01 8.235294e-01 7.246186e-01 0 0
4069, 1.156725e+00 1.033439e+00 9.389706e-01 8.858046e-01 8.750000e-01
4070, 1.250000e-01 1.025641e-01 1.025641e-01 9.657969e-02 0
4074, 9.911947e-01 7.179487e-01 7.179487e-01 0 0
4081, 1.064640e+00 0 0 0 0
4084, 8.275862e-01 7.826087e-01 7.691525e-01 7.097602e-01 6.911048e-01
4087, 1.500000e+00 1.285714e+00 1.285714e+00 1.203089e+00 8.885634e-01
4089, 1.333333e+00 1.333333e+00 1.170732e+00 1.170732e+00 1.170732e+00
4090, 0 0 0 0 0
4097, 2.147893e+00 1.973784e+00 1.666667e+00 1.476341e+00 1.476341e+00
4099, 1.103448e+00 1.025641e+00 1.019559e+00 9.657969e-01 8.790314e-01
4106, 8.205128e-01 8.205128e-01 0 0 0
4107, 4.687048e-01 4.010298e-01 3.296368e-01 3.076923e-01 0
4108, 6.911048e-01 0 0 0 0
4110, 8.422561e-01 8.205128e-01 8.205128e-01 8.205128e-01 8.205128e-01
4112, 0 0 0 0 0
4119, 1.072054e+00 1.064640e+00 1.025641e+00 1.025641e+00 1.025641e+00
4121, 1.043478e+00 8.728892e-01 4.364446e-01 3.949171e-01 3.949171e-01
4124, 1.274448e+00 1.091112e+00 0 0 0
4127, 9.529369e-01 8.790314e-01 8.790314e-01 8.205128e-01 8.205128e-01
4132, 1.782015e+00 1.626636e+00 1.529148e+00 1.463415e+00 1.463415e+00
4134, 1.261320e+00 1.250000e+00 1.178785e+00 1.178785e+00 1.178785e+00
4139, 1.304348e+00 9.529369e-01 8.885634e-01 8.790314e-01 8.780488e-01
4142, 9.230769e-01 8.790314e-01 7.179487e-01 7.058824e-01 0
4143, 7.179487e-01 7.179487e-01 7.179487e-01 7.179487e-01 6.911048e-01
4144, 7.179487e-01 7.179487e-01 0 0 0
4145, 0 0 0 0 0
4147, 1.445906e+00 1.379310e+00 1.341387e+00 1.341387e+00 1.341387e+00
4149, 1.191171e+00 1.103192e+00 1.098789e+00 1.025641e+00 1.025641e+00
4151, 8.692172e-01 8.692172e-01 5.923756e-01 3.750000e-01 3.296368e-01
4152, 0 0 0 0 0
4153, 1.072054e+00 1.058824e+00 9.230769e-01 7.058824e-01 7.058824e-01
4158, 8.780488e-01 8.020596e-01 7.500000e-01 6.592736e-01 6.153846e-01
4175, 9.230769e-01 9.230769e-01 5.493947e-01 5.128205e-01 5.128205e-01
4184, 9.230769e-01 9.230769e-01 9.230769e-01 9.230769e-01 0
4187, 1.035169e+00 1.035169e+00 1.035169e+00 1.035169e+00 1.019559e+00
4190, 1.191171e+00 1.098789e-01 1.025641e-01 1.025641e-01 1.025641e-01
4194, 9.872926e-01 0 0 0 0
4195, 8.235294e-01 7.898341e-01 0 0 0
4197, 1.445906e+00 1.333333e+00 1.274448e+00 1.170732e+00 1.170732e+00
4199, 1.072054e+00 9.230769e-01 9.230769e-01 9.230769e-01 9.165743e-01
4203, 1.428571e+00 1.428571e+00 1.176471e+00 1.176471e+00 1.098789e+00
4204, 4.705882e-01 4.140678e-01 0 0 0
4214, 1.666667e+00 1.428571e+00 1.274622e+00 1.243765e+00 1.243765e+00
4219, 4.395157e-01 0 0 0 0
4222, 1.098789e+00 1.098789e+00 1.089668e+00 1.025641e+00 1.025641e+00
4226, 1.000000e+00 8.790314e-01 8.205128e-01 8.205128e-01 7.691525e-01
4233, 0 0 0 0 0
4234, 0 0 0 0 0
4254, 1.500000e+00 1.500000e+00 1.500000e+00 9.820004e-01 9.230769e-01
4260, 1.191171e+00 1.191171e+00 1.191171e+00 1.182934e+00 1.071429e+00
4263, 1.064640e+00 0 0 0 0
4272, 4.102564e-01 4.102564e-01 4.102564e-01 0 0
4275, 8.205128e-01 8.147327e-01 0 0 0
4277, 1.500000e+00 1.500000e+00 1.500000e+00 1.500000e+00 1.500000e+00
4278, 9.889104e-01 9.889104e-01 8.205128e-01 8.205128e-01 5.493947e-01
4282, 8.750000e-01 8.750000e-01 8.333333e-01 7.179487e-01 7.179487e-01
4284, 1.058824e+00 9.411765e-01 8.885634e-01 8.790314e-01 8.205128e-01
4288, 0 0 0 0 0
4291, 4.731734e-01 4.731734e-01 4.364446e-01 2.197579e-01 2.051282e-01
4295, 1.463415e+00 1.463415e+00 1.463415e+00 1.098789e+00 1.025641e+00
4300, 1.176471e+00 1.098789e+00 1.098789e+00 5.000000e-01 0
4302, 8.672954e-01 8.235294e-01 7.246186e-01 7.246186e-01 0
4306, 7.691525e-01 7.179487e-01 7.128911e-01 0 0
4327, 0 0 0 0 0
4329, 0 0 0 0 0
4330, 7.179487e-01 7.179487e-01 0 0 0
4331, 0 0 0 0 0
4338, 0 0 0 0 0
4352, 1.445906e+00 1.098789e+00 1.025641e+00 1.000000e+00 1.000000e+00
4354, 1.000000e+00 8.205128e-01 8.205128e-01 8.205128e-01 8.205128e-01
4356, 9.820004e-01 3.573513e-01 3.076923e-01 3.076923e-01 3.076923e-01
4358, 0 0 0 0 0
4360, 7.179487e-01 7.179487e-01 7.179487e-01 7.179487e-01 5.493947e-01
4364, 8.205128e-01 8.205128e-01 8.205128e-01 8.205128e-01 0
4365, 7.142857e-01 4.936463e-01 4.936463e-01 0 0
4366, 7.691525e-01 0 0 0 0
4368, 4.936463e-01 0 0 0 0
4369, 1.304348e+00 1.203089e+00 1.111111e+00 1.111111e+00 1.098789e+00
4371, 1.543871e+00 1.428571e+00 1.091112e+00 9.872926e-01 9.872926e-01
4373, 2.961878e-01 2.961878e-01 0 0 0
4377, 0 0 0 0 0
4379, 1.166667e+00 8.790314e-01 8.205128e-01 7.179487e-01 7.179487e-01
4386, 2.851749e+00 2.432230e+00 2.367569e+00 2.285714e+00 2.249144e+00
4394, 1.098789e-01 1.098789e-01 1.025641e-01 0 0
4396, 8.205128e-01 8.147327e-01 0 0 0
4402, 7.381705e-01 7.381705e-01 7.381705e-01 7.381705e-01 7.381705e-01
4417, 8.205128e-01 0 0 0 0
4439, 6.153846e-01 1.025641e-01 1.025641e-01 0 0
4447, 8.750000e-01 8.338198e-01 8.338198e-01 7.691525e-01 7.691525e-01
4448, 9.230769e-01 9.230769e-01 9.230769e-01 9.230769e-01 9.230769e-01
4454, 5.493947e-01 5.128205e-01 5.128205e-01 5.128205e-01 5.128205e-01
4455, 7.587058e-01 7.587058e-01 6.896552e-01 6.372242e-01 6.372242e-01
4456, 0 0 0 0 0
4460, 1.333333e+00 1.123008e+00 1.098789e+00 1.091112e+00 8.983017e-01
4462, 1.009056e+00 7.072707e-01 5.794782e-01 4.010298e-01 0
4464, 9.889104e-01 9.872926e-01 5.794782e-01 5.357143e-01 3.529412e-01
4470, 0 0 0 0 0
4472, 8.888889e-01 8.888889e-01 7.898341e-01 7.726375e-01 0
4479, 7.691525e-01 5.128205e-01 0 0 0
4482, 1.176471e+00 7.179487e-01 7.179487e-01 7.179487e-01 7.179487e-01
4484, 9.889104e-01 9.889104e-01 0 0 0
4486, 1.463415e+00 1.463415e+00 1.025641e+00 1.025641e+00 1.025641e+00
4488, 8.205128e-01 8.205128e-01 7.500000e-01 7.058824e-01 6.153846e-01
4492, 1.207248e+00 1.207248e+00 1.064640e+00 1.064640e+00 1.064640e+00
4494, 0 0 0 0 0
4500, 0 0 0 0 0
4505, 7.179487e-01 0 0 0 0
4510, 9.389706e-01 9.389706e-01 8.790314e-01 8.280535e-01 8.280535e-01
4518, 1.543871e+00 1.444211e+00 1.389796e+00 1.336766e+00 1.285714e+00
4519, 1.170732e+00 9.357362e-01 9.130435e-01 8.235294e-01 8.235294e-01
4523, 1.317073e+00 0 0 0 0
4528, 0 0 0 0 0
4530, 1.418389e+00 1.241379e+00 1.241379e+00 1.170732e+00 1.147004e+00
4541, 1.170732e+00 1.098789e+00 1.025641e+00 1.025641e+00 0
4543, 1.173913e+00 1.166667e+00 1.166667e+00 1.111111e+00 1.111111e+00
4545, 1.666667e+00 1.336766e+00 1.025641e+00 1.025641e+00 0
4553, 1.238993e-01 9.872926e-02 9.872926e-02 0 0
4565, 1.274448e-01 1.176471e-01 1.176471e-01 1.025641e-01 1.025641e-01
4566, 0 0 0 0 0
4569, 0 0 0 0 0
4573, 1.666667e+00 1.666667e+00 1.666667e+00 1.666667e+00 1.666667e+00
4575, 0 0 0 0 0
4582, 5.923756e-01 2.807520e-01 2.051282e-01 0 0
4585, 0 0 0 0 0
4587, 4.764684e-01 4.102564e-01 4.102564e-01 2.182223e-01 1.974585e-01
4588, 4.102564e-01 4.102564e-01 4.102564e-01 4.102564e-01 0
4594, 1.098789e+00 1.025641e+00 0 0 0
4600, 0 0 0 0 0
4601, 1.500000e+00 9.872926e-01 9.230769e-01 0 0
4611, 0 0 0 0 0
4615, 1.333333e+00 1.142857e+00 9.411765e-01 9.411765e-01 9.411765e-01
4616, 1.071429e+00 1.071429e+00 9.872926e-01 0 0
4625, 5.347064e-01 5.128205e-01 1.666667e-01 0 0
4634, 1.333333e+00 1.213929e+00 1.069413e+00 9.889104e-01 9.230769e-01
4638, 6.706933e-01 5.357143e-01 5.357143e-01 0 0
4639, 1.500000e+00 1.115094e+00 1.013048e+00 1.010589e+00 9.889104e-01
4646, 1.098789e+00 1.025641e+00 1.025641e+00 9.230769e-01 8.790314e-01
4650, 0 0 0 0 0
4656, 7.179487e-01 7.179487e-01 6.666667e-01 6.666667e-01 4.828985e-01
4657, 1.098789e+00 1.098789e+00 0 0 0
4658, 1.317073e+00 1.317073e+00 1.317073e+00 1.317073e+00 1.317073e+00
4674, 1.411262e+00 9.165743e-01 6.372242e-01 4.936463e-01 0
4679, 0 0 0 0 0
4687, 0 0 0 0 0
4690, 1.285714e+00 1.058824e+00 6.153846e-01 6.153846e-01 6.153846e-01
4691, 1.317073e+00 1.317073e+00 1.098789e+00 1.091112e+00 1.091112e+00
4695, 1.406114e+00 1.203089e+00 9.889104e-01 9.889104e-01 0
4698, 0 0 0 0 0
4699, 8.728892e-01 0 0 0 0
4703, 1.147004e+00 9.889104e-01 8.205128e-01 8.205128e-01 7.381705e-01
4704, 2.197579e-01 0 0 0 0
4709, 7.691525e-01 7.179487e-01 7.179487e-01 0 0
4726, 1.170732e+00 1.000000e+00 1.000000e+00 8.790314e-01 8.205128e-01
4729, 0 0 0 0 0
4731, 3.076923e-01 3.076923e-01 2.142857e-01 0 0
4736, 1.650725e+00 1.536284e+00 1.213929e+00 1.166667e+00 1.166667e+00
4741, 1.517412e+00 1.379310e+00 1.365271e+00 1.365271e+00 1.341387e+00
4756, 8.205128e-01 8.205128e-01 6.592736e-01 0 0
4758, 7.826087e-01 7.229529e-01 6.546669e-01 6.546669e-01 6.153846e-01
4760, 1.176471e+00 1.098789e+00 1.025641e+00 9.230769e-01 9.230769e-01
4761, 1.000000e+00 8.790314e-01 8.205128e-01 8.205128e-01 0
4763, 1.636364e+00 1.488372e+00 1.241379e+00 1 1.000000e+00
4764, 1.333333e+00 1.170732e+00 1.069413e+00 1.069413e+00 1.033439e+00
4773, 1.818182e+00 1.674419e+00 1.674419e+00 1.674419e+00 1.341387e+00
4774, 1.073109e+00 9.911947e-01 8.281356e-01 0 0
4777, 1.098789e+00 1.098789e+00 0 0 0
4784, 1.463415e+00 1.463415e+00 1.025641e+00 1.025641e+00 1.025641e+00
4785, 1.463415e+00 1.250000e+00 1.098789e+00 1.098789e+00 1.025641e+00
